Flowable,Class,SectorProducedBy,SectorConsumedBy,SectorSourceName,Context,Location,LocationSystem,FlowAmount,Unit,FlowType,Year,MeasureofSpread,Spread,DistributionType,Min,Max,DataReliability,TemporalCorrelation,GeographicalCorrelation,TechnologicalCorrelation,DataCollection,MetaSources,FlowUUID,ProducedBySectorType,ConsumedBySectorType,AttributionSources
"Water, fresh",Water,,112210,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,17033754657.98395,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112310,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,8352394101.25108,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112320,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,5463873107.045407,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112330,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,3549354455.8840027,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112340,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,73677877.36486086,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112390,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,7525882090.044363,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112410,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,342587732006.078,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112420,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,30916550263.12381,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112910,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,7088397899.402807,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112920,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,412717062761.0498,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112930,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,2076162447.5138183,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,112990,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,1242499582235.0442,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.cropland_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,USDA_CoA_Cropland
"Water, fresh",Water,,113310,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,68879446501.01031,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,211111,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,104542204016.60532,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,211112,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,6129068820.664922,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212111,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,85864546010.27097,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212112,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,101541210736.35661,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212113,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,2480178212.079636,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212210,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,18936896526.598324,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212221,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,20456711171.2648,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212222,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,4026302800.1568985,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212231,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,5790525759.74141,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212234,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,17871432395.23198,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212291,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,1650712509.5693178,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212299,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,9056126605.019302,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212311,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,42082222699.17468,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212312,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,155901573613.01727,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212313,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,12252359801.128569,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212319,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,54762411007.93412,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212321,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,157399727855.45978,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212322,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,45509523888.43373,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212324,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,3836723145.1276236,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212325,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,12301858829.697369,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212391,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,3292593812.554435,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212392,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,17775625187.076492,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212393,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,10673189684.945751,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,212399,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,17616220212.96814,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,213111,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,52063164489.8569,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,213112,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,172038478756.29373,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,213113,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,19964518357.039177,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,213114,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,9542847555.959156,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,213115,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,12242715740.790226,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,236115,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,190610517251.87988,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,236116,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,18491508104.7021,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,236117,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,17532696315.927204,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,236118,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,184720946023.09393,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,236210,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,184273312460.2736,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
"Water, fresh",Water,,236220,NAICS_2012_Code,resource/water/fresh water body,"=""00000""",FIPS,395145673215.25,kg,ELEMENTARY_FLOW,2015,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,USGS_NWIS_WU.employment_attribution,3a10ad4e-2c19-3be8-b199-249d7020bba1,,I,Employment_state_2015
